id,remote_id,created_at,modified_at,name,is_supplier,is_customer,email_address,tax_number,status,currency,company,addresses,phone_numbers,remote_was_deleted
069e8eaf-7a1f-4511-80e1-105de703304c,CONT-11ACCC7B,2026-03-03T17:36:55.697773Z,2026-03-03T17:36:55.697773Z,TalentBridge Recruiting,True,False,invoices@talentbridge.io,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""900 Capital Heights Pkwy"", ""street_2"": null, ""city"": ""Boston"", ""state"": ""MA"", ""country"": ""US"", ""zip_code"": ""02101"", ""created_at"": ""2026-03-03T17:36:55.697773Z"", ""modified_at"": ""2026-03-03T17:36:55.697773Z""}]","[{""number"": ""+1-791-296-2139"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.697773Z"", ""modified_at"": ""2026-03-03T17:36:55.697773Z""}]",False
fa4ed7b1-2263-418d-aa0f-193cfda79411,CONT-463AA8BB,2026-03-03T17:36:55.697773Z,2026-03-03T17:36:55.697773Z,Staples Business,True,False,accounts@staples.com,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""100 Market St"", ""street_2"": null, ""city"": ""Seattle"", ""state"": ""WA"", ""country"": ""US"", ""zip_code"": ""98101"", ""created_at"": ""2026-03-03T17:36:55.697773Z"", ""modified_at"": ""2026-03-03T17:36:55.697773Z""}]","[{""number"": ""+1-991-396-2307"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.697773Z"", ""modified_at"": ""2026-03-03T17:36:55.697773Z""}]",False
322deb3c-f969-4c77-b870-0e2a7a23ad6c,CONT-B0971AFA,2026-03-03T17:36:55.697773Z,2026-03-03T17:36:55.697773Z,ClearView Travel,True,False,billing@clearviewtravel.com,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""1200 Innovation Way"", ""street_2"": null, ""city"": ""New York"", ""state"": ""NY"", ""country"": ""US"", ""zip_code"": ""10013"", ""created_at"": ""2026-03-03T17:36:55.697773Z"", ""modified_at"": ""2026-03-03T17:36:55.697773Z""}]","[{""number"": ""+1-589-384-8428"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.697773Z"", ""modified_at"": ""2026-03-03T17:36:55.697773Z""}]",False
343df385-70bf-4425-9532-fcd52c4d4437,CONT-5865E3E6,2026-03-03T17:36:55.697773Z,2026-03-03T17:36:55.697773Z,Notion Labs,True,False,billing@notion.so,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""300 Enterprise Ave"", ""street_2"": null, ""city"": ""Austin"", ""state"": ""TX"", ""country"": ""US"", ""zip_code"": ""78701"", ""created_at"": ""2026-03-03T17:36:55.697773Z"", ""modified_at"": ""2026-03-03T17:36:55.697773Z""}]","[{""number"": ""+1-579-463-4432"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.697773Z"", ""modified_at"": ""2026-03-03T17:36:55.697773Z""}]",False
9b37ae3b-3ca9-45e0-ab74-3643c7d1f0f7,CONT-AAE0FFD4,2026-03-03T17:36:55.697773Z,2026-03-03T17:36:55.697773Z,Acme Corp,False,True,accounts@acmecorp.com,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""75 Startup Blvd"", ""street_2"": null, ""city"": ""New York"", ""state"": ""NY"", ""country"": ""US"", ""zip_code"": ""10013"", ""created_at"": ""2026-03-03T17:36:55.697773Z"", ""modified_at"": ""2026-03-03T17:36:55.697773Z""}]","[{""number"": ""+1-823-750-3803"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.697773Z"", ""modified_at"": ""2026-03-03T17:36:55.697773Z""}]",False
0c542c0a-2131-42d3-ad57-9ca58108e8c4,CONT-82585C22,2026-03-03T17:36:55.697773Z,2026-03-03T17:36:55.697773Z,TechFlow Solutions,False,True,accounts@techflowsolutions.com,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""15 Harbor View"", ""street_2"": null, ""city"": ""Seattle"", ""state"": ""WA"", ""country"": ""US"", ""zip_code"": ""98101"", ""created_at"": ""2026-03-03T17:36:55.697773Z"", ""modified_at"": ""2026-03-03T17:36:55.697773Z""}]","[{""number"": ""+1-367-573-7216"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.697773Z"", ""modified_at"": ""2026-03-03T17:36:55.697773Z""}]",False
1712da98-5432-44ec-84c1-2c7e471648c6,CONT-B25EBA88,2026-03-03T17:36:55.698285Z,2026-03-03T17:36:55.698285Z,DataBridge Inc,False,True,accounts@databridgeinc.com,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""75 Startup Blvd"", ""street_2"": null, ""city"": ""Seattle"", ""state"": ""WA"", ""country"": ""US"", ""zip_code"": ""98101"", ""created_at"": ""2026-03-03T17:36:55.697773Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]","[{""number"": ""+1-901-432-1916"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]",False
7e5afbb5-515e-4d81-b205-7ebe78472f72,CONT-15D299D5,2026-03-03T17:36:55.698285Z,2026-03-03T17:36:55.698285Z,CloudNine Analytics,False,True,accounts@cloudnineanalytics.com,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""1200 Innovation Way"", ""street_2"": null, ""city"": ""San Francisco"", ""state"": ""CA"", ""country"": ""US"", ""zip_code"": ""94105"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]","[{""number"": ""+1-523-510-5386"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]",False
0ce61099-c0e8-4986-a722-db5985408a7a,CONT-2B155DAD,2026-03-03T17:36:55.698285Z,2026-03-03T17:36:55.698285Z,GreenLeaf Ventures,False,True,accounts@greenleafventures.com,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""250 Broadway"", ""street_2"": null, ""city"": ""Seattle"", ""state"": ""WA"", ""country"": ""US"", ""zip_code"": ""98101"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]","[{""number"": ""+1-780-997-6155"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]",False
ccb27e9d-6e90-421d-ab5c-554f9a2becfb,CONT-20EB6102,2026-03-03T17:36:55.698285Z,2026-03-03T17:36:55.698285Z,Quantum Dynamics,False,True,accounts@quantumdynamics.com,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""1200 Innovation Way"", ""street_2"": null, ""city"": ""Los Angeles"", ""state"": ""CA"", ""country"": ""US"", ""zip_code"": ""90012"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]","[{""number"": ""+1-605-758-8517"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]",False
e8e6844b-137d-451e-8c24-70b33874b6a4,CONT-BCBD0B8A,2026-03-03T17:36:55.698285Z,2026-03-03T17:36:55.698285Z,NexaPoint,False,True,accounts@nexapoint.com,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""500 Tech Park Dr"", ""street_2"": null, ""city"": ""Denver"", ""state"": ""CO"", ""country"": ""US"", ""zip_code"": ""80202"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]","[{""number"": ""+1-342-352-9830"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]",False
c4c4989e-ddd9-4ef7-942b-275fb27c892f,CONT-23F03835,2026-03-03T17:36:55.698285Z,2026-03-03T17:36:55.698285Z,SilverStack Labs,False,True,accounts@silverstacklabs.com,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""75 Startup Blvd"", ""street_2"": null, ""city"": ""Chicago"", ""state"": ""IL"", ""country"": ""US"", ""zip_code"": ""60601"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]","[{""number"": ""+1-797-508-6930"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]",False
bd7e7a4a-35f7-4f91-8a8c-9ec0add90eb5,CONT-CF63EF83,2026-03-03T17:36:55.698285Z,2026-03-03T17:36:55.698285Z,Meridian Health,False,True,accounts@meridianhealth.com,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""1200 Innovation Way"", ""street_2"": null, ""city"": ""Austin"", ""state"": ""TX"", ""country"": ""US"", ""zip_code"": ""78701"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]","[{""number"": ""+1-721-605-2489"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]",False
9f9d9d4f-b8c0-4c6b-8d0f-12fd464fea0f,CONT-9D4308B2,2026-03-03T17:36:55.698285Z,2026-03-03T17:36:55.698285Z,Orion Platforms,False,True,accounts@orionplatforms.com,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""100 Market St"", ""street_2"": null, ""city"": ""New York"", ""state"": ""NY"", ""country"": ""US"", ""zip_code"": ""10013"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]","[{""number"": ""+1-356-742-3621"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.698285Z"", ""modified_at"": ""2026-03-03T17:36:55.698285Z""}]",False
ca688cd1-6d1e-4581-a043-dd3c52f818bb,CONT-08FBF75F,2026-03-03T17:36:55.709514Z,2026-03-03T17:36:55.709514Z,DataSync Pro LLC,True,False,billing@datasyncpro.io,,ACTIVE,USD,,"[{""type"": ""BILLING"", ""street_1"": ""1600 Unknown Blvd"", ""street_2"": null, ""city"": ""Austin"", ""state"": ""TX"", ""country"": ""US"", ""zip_code"": ""78759"", ""created_at"": ""2026-03-03T17:36:55.709514Z"", ""modified_at"": ""2026-03-03T17:36:55.709514Z""}]","[{""number"": ""+1-512-555-0199"", ""type"": ""PRIMARY"", ""created_at"": ""2026-03-03T17:36:55.709514Z"", ""modified_at"": ""2026-03-03T17:36:55.709514Z""}]",False
